,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
44553,109,10,16,21,54,2,05中正區,中正區林森南路(近徐州路),0,0,1,2,C03,7,3,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,17,2,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,19,1.0,22.0,9.0,121.5223952,25.04166532
44554,109,10,16,22,40,2,05中正區,中正區許昌街24號,0,0,1,1,C03,8,3,5,50,14,9,3,5,4,5,7,4,4,10,5,5,2,12,1,20.0,2.0,9.0,1.0,1.0,7.0,9.0,3.0,18.0,2.0,11.0,44.0,44,1.0,22.0,9.0,121.5165334,25.04549904
44555,109,10,16,22,40,2,05中正區,中正區許昌街24號,0,0,1,2,C04,8,3,5,50,14,9,3,5,4,5,7,4,4,10,5,5,2,12,1,22.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,15.0,8.0,44,1.0,22.0,9.0,121.5165334,25.04549904
44556,109,10,16,23,15,2,05中正區,中正區和平西路1段與羅斯福路2段口,0,0,1,1,B01,6,3,5,50,4,1,1,4,4,5,7,1,1,3,4,4,2,17,1,67.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,4.0,2.0,15.0,7.0,7,1.0,22.0,9.0,121.5223571,25.02696006
44557,109,10,16,23,15,2,05中正區,中正區和平西路1段與羅斯福路2段口,0,0,1,2,C03,6,3,5,50,4,1,1,4,4,5,7,1,1,3,4,4,2,17,1,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,42.0,7,1.0,22.0,9.0,121.5223571,25.02696006
44558,109,10,16,23,15,2,05中正區,中正區和平西路1段與羅斯福路2段口,0,0,1,3,H02,6,3,5,50,4,1,1,4,4,5,7,1,1,3,4,4,2,17,2,20.0,4.0,11.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,7,1.0,22.0,9.0,121.5223571,25.02696006
44649,109,10,17,17,45,2,05中正區,中正區延平南路129巷口側附近,0,0,1,1,B02,7,3,5,0,3,1,1,5,4,5,7,4,4,9,5,5,2,17,1,33.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,4.0,8.0,8,1.0,22.0,9.0,121.5084626,25.0382225
44650,109,10,17,17,45,2,05中正區,中正區延平南路129巷口側附近,0,0,1,2,C03,7,3,5,0,3,1,1,5,4,5,7,4,4,9,5,5,2,17,1,52.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,23.0,8,1.0,22.0,9.0,121.5084626,25.0382225
44655,109,10,17,18,25,2,05中正區,中正區金山南路1段82-1號,0,0,1,1,B01,7,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,67.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,4.0,2.0,6.0,7.0,7,1.0,22.0,9.0,121.5277001,25.0362974
44656,109,10,17,18,25,2,05中正區,中正區金山南路1段82-1號,0,0,1,2,C03,7,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,7,1.0,22.0,9.0,121.5277001,25.0362974
44695,109,10,18,8,20,2,05中正區,中正區廈門街與牯嶺街口,0,0,1,1,B03,6,1,5,50,4,1,1,4,4,5,7,3,1,5,5,5,2,17,1,65.0,4.0,11.0,3.0,4.0,7.0,21.0,7.0,19.0,11.0,15.0,6.0,6,2.0,22.0,9.0,121.5183256,25.027446
44696,109,10,18,8,20,2,05中正區,中正區廈門街與牯嶺街口,0,0,1,2,C03,6,1,5,50,4,1,1,4,4,5,7,3,1,5,5,5,2,17,2,25.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,42.0,6,1.0,22.0,9.0,121.5183256,25.027446
44724,109,10,18,13,7,2,05中正區,中正區信義路2段與金山南路1段口,0,0,1,1,C03,6,1,5,50,4,2,1,4,4,5,7,1,1,1,4,1,2,12,2,69.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,14.0,7.0,7,1.0,22.0,9.0,121.5274834,25.03411676
44725,109,10,18,13,7,2,05中正區,中正區信義路2段與金山南路1段口,0,0,1,2,B03,6,1,5,50,4,2,1,4,4,5,7,1,1,1,4,1,2,12,2,66.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,4.0,44.0,7,1.0,22.0,9.0,121.5274834,25.03411676
44726,109,10,18,13,7,2,05中正區,中正區信義路2段與金山南路1段口,0,0,1,3,B01,6,1,5,50,4,2,1,4,4,5,7,1,1,1,4,1,2,12,1,53.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,4.0,2.0,6.0,38.0,7,1.0,22.0,9.0,121.5274834,25.03411676
44727,109,10,18,13,55,2,05中正區,中正區汀州路3段172號,0,0,1,1,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,5,5,2,13,1,41.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,16.0,16,1.0,22.0,9.0,121.534628,25.01330155
44729,109,10,18,13,55,2,05中正區,中正區汀州路3段172號,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,5,5,2,13,1,37.0,3.0,10.0,1.0,1.0,7.0,12.0,1.0,10.0,2.0,13.0,44.0,16,1.0,22.0,9.0,121.534628,25.01330155
44749,109,10,18,17,56,2,05中正區,中正區新生南路1段58巷與新生南路1段口,0,0,1,1,B03,8,3,5,50,3,1,1,5,4,5,7,4,4,1,4,1,2,16,1,53.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,5.0,9.0,9,1.0,22.0,9.0,121.5327427,25.04079057
44750,109,10,18,17,56,2,05中正區,中正區新生南路1段58巷與新生南路1段口,0,0,1,2,C03,8,3,5,50,3,1,1,5,4,5,7,4,4,1,4,1,2,16,1,20.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,9,1.0,22.0,9.0,121.5327427,25.04079057
44785,109,10,18,22,17,2,05中正區,中正區中山南路與信義路1段口,0,0,2,1,C03,7,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,1,29.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,8.0,8,1.0,22.0,9.0,121.5177906,25.03868956
44786,109,10,18,22,17,2,05中正區,中正區中山南路與信義路1段口,0,0,2,2,B01,7,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,1,54.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,2.0,44.0,8,1.0,22.0,9.0,121.5177906,25.03868956
44787,109,10,18,22,17,2,05中正區,中正區中山南路與信義路1段口,0,0,2,3,H02,7,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,2,54.0,2.0,9.0,1.0,1.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,8,1.0,22.0,9.0,121.5177906,25.03868956
44794,109,10,18,23,0,2,05中正區,中正區汀州路1段230號,0,0,2,1,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,1,21.0,2.0,9.0,1.0,1.0,7.0,11.0,1.0,10.0,2.0,14.0,10.0,10,1.0,22.0,9.0,121.5100849,25.02749996
44795,109,10,18,23,0,2,05中正區,中正區汀州路1段230號,0,0,2,2,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,1,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,10,1.0,22.0,9.0,121.5100849,25.02749996
44809,109,10,19,7,5,2,05中正區,中正區市民大道1段過天津,0,0,1,1,C03,7,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,18,1,35.0,2.0,9.0,1.0,4.0,7.0,9.0,1.0,10.0,2.0,14.0,13.0,13,1.0,4.0,1.0,121.5225742,25.04777561
44810,109,10,19,7,5,2,05中正區,中正區市民大道1段過天津,0,0,1,2,,7,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,18,3,,,,,,,,,,,,67.0,13,1.0,,,121.5225742,25.04777561
44836,109,10,19,8,55,2,05中正區,中正區水源快速道路往南,0,0,2,1,B03,8,1,5,60,10,9,1,5,4,5,7,4,4,10,4,5,2,12,1,21.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,8.0,1.0,5.0,7.0,7,1.0,22.0,9.0,121.5185001,25.02115802
44837,109,10,19,8,55,2,05中正區,中正區水源快速道路往南,0,0,2,2,B01,8,1,5,60,10,9,1,5,4,5,7,4,4,10,4,5,2,12,1,55.0,2.0,2.0,1.0,1.0,7.0,9.0,1.0,4.0,1.0,4.0,44.0,7,1.0,22.0,9.0,121.5185001,25.02115802
44852,109,10,19,9,40,2,05中正區,中正區市民大道1段北二門,0,0,1,1,C03,7,1,5,0,14,9,1,5,4,5,7,4,4,1,4,5,2,17,2,25.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,16.0,16,1.0,22.0,9.0,121.5179788,25.04838588
44854,109,10,19,9,40,2,05中正區,中正區市民大道1段北二門,0,0,1,2,B02,7,1,5,0,14,9,1,5,4,5,7,4,4,1,4,5,2,17,1,23.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,3.0,44.0,16,1.0,22.0,9.0,121.5179788,25.04838588
44905,109,10,19,14,10,2,05中正區,中正區愛國西路2號與公園路口,0,0,1,1,C03,7,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,13,2,28.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,16.0,16,1.0,22.0,9.0,121.5153066,25.03469964
44906,109,10,19,14,10,2,05中正區,中正區愛國西路2號與公園路口,0,0,1,2,C03,7,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,13,1,41.0,3.0,10.0,1.0,1.0,7.0,12.0,1.0,10.0,2.0,13.0,44.0,16,1.0,22.0,9.0,121.5153066,25.03469964
44930,109,10,19,17,42,2,05中正區,中正區金山北路與市民大道2段口,0,0,1,1,C03,7,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,15,2,28.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,44,1.0,22.0,9.0,121.530601,25.04598217
44931,109,10,19,17,42,2,05中正區,中正區金山北路與市民大道2段口,0,0,1,2,B01,7,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,15,1,67.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,4.0,2.0,1.0,44.0,44,1.0,22.0,9.0,121.530601,25.04598217
44932,109,10,19,17,42,2,05中正區,中正區金山北路與市民大道2段口,0,0,1,3,B03,7,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,15,1,36.0,4.0,11.0,3.0,4.0,7.0,21.0,7.0,19.0,11.0,15.0,44.0,44,2.0,22.0,9.0,121.530601,25.04598217
44940,109,10,19,18,41,2,05中正區,中正區林森北路與市民大道2段口,0,0,1,1,C03,7,3,5,50,4,1,1,5,4,5,7,2,1,1,5,5,1,12,1,18.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,13.0,7.0,7,1.0,21.0,8.0,121.5241945,25.0476987
44941,109,10,19,18,41,2,05中正區,中正區林森北路與市民大道2段口,0,0,1,2,C03,7,3,5,50,4,1,1,5,4,5,7,2,1,1,5,5,1,12,1,31.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,7,1.0,21.0,8.0,121.5241945,25.0476987
44955,109,10,19,20,36,2,05中正區,中正區延平南路132號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,1,43.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,8.0,19.0,19,1.0,22.0,9.0,121.5093671,25.04136722
44956,109,10,19,20,36,2,05中正區,中正區延平南路132號,0,0,1,2,C02,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,1,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,19,1.0,22.0,9.0,121.5093671,25.04136722
44990,109,10,20,8,0,2,05中正區,中正區重慶南路3段與廈門街66巷附近口,0,0,1,1,B03,8,1,5,30,3,2,1,5,4,5,7,4,4,1,4,5,1,12,1,35.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,2.0,17.0,17,1.0,22.0,9.0,121.5166231,25.02520204
44992,109,10,20,8,0,2,05中正區,中正區重慶南路3段與廈門街66巷附近口,0,0,1,2,C03,8,1,5,30,3,2,1,5,4,5,7,4,4,1,4,5,1,12,2,25.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,17.0,17,1.0,22.0,9.0,121.5166231,25.02520204
44994,109,10,20,8,0,2,05中正區,中正區重慶南路3段與廈門街66巷附近口,0,0,1,3,H02,8,1,5,30,3,2,1,5,4,5,7,4,4,1,4,5,1,12,2,57.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,17,1.0,22.0,9.0,121.5166231,25.02520204
45005,109,10,20,8,42,2,05中正區,中正區市民大道2段與林森北路口,0,0,2,1,C03,7,1,5,40,4,1,1,5,4,5,7,1,1,9,4,5,2,12,1,26.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,8.0,8,1.0,22.0,1.0,121.5241945,25.0476987
45007,109,10,20,8,42,2,05中正區,中正區市民大道2段與林森北路口,0,0,2,2,C03,7,1,5,40,4,1,1,5,4,5,7,1,1,9,4,5,2,12,2,27.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,13.0,8,1.0,22.0,1.0,121.5241945,25.0476987
45040,109,10,20,11,15,2,05中正區,中正區重慶北路1段與北平西路口,0,0,1,1,C03,7,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,1,12,1,23.0,2.0,8.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,14.0,44.0,44,1.0,22.0,9.0,121.5133912,25.04860103
45041,109,10,20,11,15,2,05中正區,中正區重慶北路1段與北平西路口,0,0,1,2,B03,7,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,1,12,1,45.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,2.0,17.0,44,1.0,22.0,9.0,121.5133912,25.04860103
45070,109,10,20,12,28,2,05中正區,中正區青島東路21-8號前,0,0,1,1,C03,7,1,5,50,14,18,1,5,4,5,7,3,1,10,5,5,2,3,1,19.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,15.0,15,1.0,22.0,9.0,121.5240756,25.04334226
45071,109,10,20,12,28,2,05中正區,中正區青島東路21-8號前,0,0,1,2,H01,7,1,5,50,14,18,1,5,4,5,7,3,1,10,5,5,2,3,2,82.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5240756,25.04334226
45083,109,10,20,13,20,2,05中正區,中正區南海路56號前,0,0,1,1,C03,8,1,5,30,14,9,1,5,4,5,7,1,1,10,4,5,1,13,1,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,16.0,16,1.0,22.0,9.0,121.5123125,25.03136006
45084,109,10,20,13,20,2,05中正區,中正區南海路56號前,0,0,1,2,C03,8,1,5,30,14,9,1,5,4,5,7,1,1,10,4,5,1,13,1,48.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,10.0,2.0,13.0,44.0,16,1.0,22.0,9.0,121.5123125,25.03136006
45125,109,10,20,18,12,2,05中正區,中正區和平西路1段與泉州街口,0,0,1,1,B03,6,3,5,50,5,2,1,4,4,5,7,1,1,3,4,5,2,3,1,29.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,8.0,15.0,15,1.0,22.0,9.0,121.5147592,25.02756027
45126,109,10,20,18,12,2,05中正區,中正區和平西路1段與泉州街口,0,0,1,2,H01,6,3,5,50,5,2,1,4,4,5,7,1,1,3,4,5,2,3,2,42.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5147592,25.02756027
45146,109,10,20,19,5,2,05中正區,中正區新生南路1段與新生南路1段52巷口,0,0,1,1,B03,6,3,5,50,3,1,1,4,4,5,7,4,4,9,4,5,2,16,1,33.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,2.0,9.0,9,1.0,22.0,9.0,121.5327858,25.04153011
45147,109,10,20,19,5,2,05中正區,中正區新生南路1段與新生南路1段52巷口,0,0,1,2,C03,6,3,5,50,3,1,1,4,4,5,7,4,4,9,4,5,2,16,1,21.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,23.0,9,1.0,22.0,9.0,121.5327858,25.04153011
45159,109,10,20,22,40,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,0,1,1,B01,7,3,5,50,4,1,1,5,4,5,7,2,1,3,5,5,1,1,1,65.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,1.0,15.0,15,1.0,21.0,8.0,121.5135564,25.04711879
45160,109,10,20,22,40,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,0,1,2,H01,7,3,5,50,4,1,1,5,4,5,7,2,1,3,5,5,1,1,1,17.0,2.0,9.0,4.0,1.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,21.0,8.0,121.5135564,25.04711879
45171,109,10,21,2,50,2,05中正區,中正區漢口街1段與懷寧街口,0,0,1,1,C03,7,3,5,50,4,1,1,4,4,5,7,3,1,9,4,5,2,15,1,28.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,6.0,6,1.0,22.0,9.0,121.5142694,25.04520056
45172,109,10,21,2,50,2,05中正區,中正區漢口街1段與懷寧街口,0,0,1,2,B01,7,3,5,50,4,1,1,4,4,5,7,3,1,9,4,5,2,15,1,53.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,1.0,8.0,26.0,6,1.0,22.0,9.0,121.5142694,25.04520056
45270,109,10,21,13,0,2,05中正區,中正區羅斯福路1段與福州街口,0,0,1,1,B01,7,1,5,50,5,2,1,5,4,5,7,1,1,3,4,5,2,3,1,54.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,2.0,2.0,8.0,15.0,15,1.0,22.0,9.0,121.5203983,25.02987581
45271,109,10,21,13,0,2,05中正區,中正區羅斯福路1段與福州街口,0,0,1,2,H01,7,1,5,50,5,2,1,5,4,5,7,1,1,3,4,5,2,3,2,55.0,2.0,9.0,1.0,1.0,8.0,16.0,8.0,20.0,10.0,16.0,51.0,15,1.0,22.0,9.0,121.5203983,25.02987581
45300,109,10,21,17,10,2,05中正區,中正區西藏路62巷,0,0,2,1,C03,6,2,5,30,15,9,1,4,4,5,7,1,1,1,4,5,2,12,2,44.0,2.0,8.0,1.0,1.0,7.0,15.0,4.0,11.0,1.0,12.0,44.0,44,1.0,22.0,9.0,121.5061902,25.03053081
45301,109,10,21,17,10,2,05中正區,中正區西藏路62巷,0,0,2,2,C03,6,2,5,30,15,9,1,4,4,5,7,1,1,1,4,5,2,12,2,56.0,2.0,9.0,1.0,1.0,7.0,7.0,1.0,10.0,1.0,14.0,7.0,44,1.0,22.0,9.0,121.5061902,25.03053081
45304,109,10,21,17,25,2,05中正區,中正區仁愛路1段17號,0,0,1,1,B03,7,1,5,50,14,9,1,5,4,5,3,2,1,9,4,5,1,12,2,50.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,5.0,9.0,9,1.0,22.0,9.0,121.5217613,25.0389573
45306,109,10,21,17,25,2,05中正區,中正區仁愛路1段17號,0,0,1,2,F01,7,1,5,50,14,9,1,5,4,5,3,2,1,9,4,5,1,12,2,19.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,2.0,16.0,42.0,9,1.0,22.0,9.0,121.5217613,25.0389573
45316,109,10,21,18,12,2,05中正區,中正區公園路與青島西路口,0,0,1,1,B03,6,3,5,0,4,2,1,4,4,5,7,1,1,9,4,5,2,17,4,,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,43.0,43,2.0,22.0,9.0,121.5172559,25.04509233
45317,109,10,21,18,12,2,05中正區,中正區公園路與青島西路口,0,0,1,2,C03,6,3,5,0,4,2,1,4,4,5,7,1,1,9,4,5,2,17,1,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,9.0,12.0,43.0,43,1.0,22.0,9.0,121.5172559,25.04509233
45353,109,10,21,20,37,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,2,1,C03,6,3,5,50,4,2,1,4,4,5,7,1,1,6,3,5,2,12,1,21.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,17.0,17,1.0,22.0,9.0,121.5132526,25.04460973
45354,109,10,21,20,37,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,2,2,B02,6,3,5,50,4,2,1,4,4,5,7,1,1,6,3,5,2,12,1,37.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,1.0,44.0,17,1.0,22.0,9.0,121.5132526,25.04460973
45355,109,10,21,20,37,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,2,3,H02,6,3,5,50,4,2,1,4,4,5,7,1,1,6,3,5,2,12,2,21.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,17,1.0,22.0,9.0,121.5132526,25.04460973
45384,109,10,22,0,36,2,05中正區,中正區中山南路與愛國西路口,0,0,1,1,C03,7,3,5,50,4,2,1,4,4,5,7,1,1,9,4,5,2,23,1,37.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,7.0,11.0,21.0,21,1.0,22.0,9.0,121.5164809,25.03480331
45385,109,10,22,0,36,2,05中正區,中正區中山南路與愛國西路口,0,0,1,2,,7,3,5,50,4,2,1,4,4,5,7,1,1,9,4,5,2,23,3,,,,,,,,,,,,67.0,21,1.0,,,121.5164809,25.03480331
45389,109,10,22,0,42,2,05中正區,中正區中山南路與凱達格蘭大道口,0,0,1,1,C03,7,3,5,50,4,1,1,4,4,5,7,1,1,9,4,5,2,15,1,19.0,2.0,9.0,1.0,1.0,7.0,15.0,1.0,10.0,2.0,14.0,25.0,25,1.0,22.0,9.0,121.5172781,25.03923009
45390,109,10,22,0,42,2,05中正區,中正區中山南路與凱達格蘭大道口,0,0,1,2,B01,7,3,5,50,4,1,1,4,4,5,7,1,1,9,4,5,2,15,1,60.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,1.0,44.0,25,1.0,22.0,9.0,121.5172781,25.03923009
45451,109,10,22,10,45,2,05中正區,中正區杭州南路1段101巷27號,0,0,1,1,B12,7,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,16,1,24.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,5.0,6.0,6,1.0,22.0,9.0,121.5272645,25.037422
45452,109,10,22,10,45,2,05中正區,中正區杭州南路1段101巷27號,0,0,1,2,C03,7,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,16,1,37.0,2.0,3.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,14.0,6,1.0,22.0,9.0,121.5272645,25.037422
45505,109,10,22,15,50,2,05中正區,中正區懷寧街30號,0,0,1,1,B03,6,1,5,50,14,9,1,4,4,5,7,4,4,10,4,5,2,16,1,23.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,4.0,43.0,43,1.0,22.0,9.0,121.5141952,25.04543604
45506,109,10,22,15,50,2,05中正區,中正區懷寧街30號,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,10,4,5,2,16,1,24.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,43.0,43,1.0,22.0,9.0,121.5141952,25.04543604
45511,109,10,22,16,25,2,05中正區,中正區杭州北路28號旁,0,0,1,1,F01,7,1,5,0,3,2,1,5,4,5,7,3,1,9,4,5,1,17,1,68.0,2.0,9.0,4.0,5.0,7.0,15.0,8.0,20.0,1.0,16.0,4.0,4,1.0,20.0,5.0,121.5270764,25.04537428
45512,109,10,22,16,25,2,05中正區,中正區杭州北路28號旁,0,0,1,2,B03,7,1,5,0,3,2,1,5,4,5,7,3,1,9,4,5,1,17,1,42.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,8.0,14.0,4,1.0,21.0,1.0,121.5270764,25.04537428
45529,109,10,22,17,50,2,05中正區,中正區仁愛路2段108號旁,0,0,1,1,B03,7,3,5,50,4,2,1,5,4,5,7,2,1,9,4,4,1,16,2,41.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,1.0,23.0,23,1.0,21.0,1.0,121.5324322,25.03804444
45530,109,10,22,17,50,2,05中正區,中正區仁愛路2段108號旁,0,0,1,2,C03,7,3,5,50,4,2,1,5,4,5,7,2,1,9,4,4,1,16,1,25.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,44.0,23,1.0,21.0,2.0,121.5324322,25.03804444
45601,109,10,23,8,5,2,05中正區,中正區西藏路與惠安街口,0,0,1,1,B03,6,1,5,30,4,1,1,4,4,5,7,1,1,1,4,5,2,17,2,41.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,5.0,6.0,6,1.0,22.0,9.0,121.5059679,25.0303563
45603,109,10,23,8,5,2,05中正區,中正區西藏路與惠安街口,0,0,1,2,C03,6,1,5,30,4,1,1,4,4,5,7,1,1,1,4,5,2,17,1,55.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,6,1.0,22.0,9.0,121.5059679,25.0303563
45640,109,10,23,11,18,2,05中正區,中正區羅斯福路4段與基隆路4段口口,0,0,1,1,C03,7,1,5,50,5,1,1,4,4,5,7,1,1,1,4,5,1,17,2,24.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,17.0,17,1.0,22.0,9.0,121.5369408,25.01131811
45641,109,10,23,11,18,2,05中正區,中正區羅斯福路4段與基隆路4段口口,0,0,1,2,C03,7,1,5,50,5,1,1,4,4,5,7,1,1,1,4,5,1,17,1,33.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,17,1.0,22.0,9.0,121.5369408,25.01131811
45655,109,10,23,13,24,2,05中正區,中正區中華路1段與開封街1段口,0,0,1,1,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,1,13,1,50.0,2.0,9.0,1.0,1.0,7.0,9.0,3.0,18.0,2.0,11.0,16.0,16,1.0,22.0,9.0,121.5096383,25.04602906
